"","filename","sentences","wordtypes","swordtypes","lextypes","slextypes","wordtokens","swordtokens","lextokens","slextokens","ld","ls1","ls2","vs1","vs2","cvs1","ndw","ndwz","ndwerz","ndwesz","ttr","msttr","cttr","rttr","logttr","uber","lv","vv1","svv1","cvv1","vv2","nv","adjv","advv","modv"
"1","Anita Hill - Opening Statement",2418,995,563,104,60,31283,26474,8717,8503,0.28,0.98,0.57,0.01,0.18,0.3,995,17,31.2,25.6,0.03,0.53,3.98,5.63,0.67,13.49,0.01,0.02,0.31,0.39,0,0.01,0,0,0.01
"2","Ann Howard Shaw - Fundamental Principle of a Republic",8578,1723,1073,139,90,111201,94065,31226,30214,0.28,0.97,0.62,0.01,0.14,0.27,1723,17,34.4,27.6,0.02,0.53,3.65,5.17,0.64,14.07,0,0.01,0.21,0.33,0,0,0,0,0
"3","Ann Richards - DNC Keynote",2693,1188,715,105,62,34847,29786,9685,9493,0.28,0.98,0.6,0.01,0.17,0.29,1188,17,32.1,25.4,0.03,0.53,4.5,6.36,0.68,14.06,0.01,0.02,0.35,0.42,0,0.01,0,0,0
"4","Arraras22",480,447,280,60,38,6206,5244,1754,1679,0.28,0.96,0.63,0.05,0.65,0.57,447,17,33.2,26.3,0.07,0.52,4.01,5.67,0.7,12.59,0.03,0.08,1.31,0.81,0.01,0.02,0,0.01,0.01
"5","Bachmann138",1882,810,453,93,60,24370,20741,6840,6687,0.28,0.98,0.56,0.01,0.17,0.29,810,17,33.1,25.6,0.03,0.53,3.67,5.19,0.66,13.02,0.01,0.02,0.23,0.34,0,0.01,0,0,0.01
"6","Bachmann145",2081,872,487,72,46,26915,22877,7395,7249,0.27,0.98,0.56,0.01,0.12,0.24,872,17,33.4,27.9,0.03,0.53,3.76,5.32,0.66,13.18,0.01,0.02,0.2,0.31,0,0.01,0,0,0
"7","Bachmann151",1669,861,525,80,51,21603,18344,6029,5874,0.28,0.97,0.61,0.02,0.2,0.31,861,17,33.1,26.3,0.04,0.53,4.14,5.86,0.68,13.42,0.01,0.02,0.27,0.37,0,0.01,0,0,0
"8","Bachmann159",1176,643,365,66,43,15206,12928,4223,4121,0.28,0.98,0.57,0.02,0.27,0.36,643,17,30.6,25.2,0.04,0.52,3.69,5.21,0.67,12.73,0.02,0.03,0.42,0.46,0,0.01,0,0,0
"9","Bachmann167",1194,655,379,63,40,15448,13066,4335,4242,0.28,0.98,0.58,0.02,0.2,0.31,655,17,32.1,25,0.04,0.52,3.73,5.27,0.67,12.78,0.01,0.02,0.24,0.34,0,0.01,0,0,0
"10","Bachmann175",1584,735,426,78,52,20509,17437,5748,5598,0.28,0.97,0.58,0.02,0.2,0.32,735,17,32.1,26,0.04,0.52,3.63,5.13,0.66,12.86,0.01,0.02,0.24,0.35,0,0.01,0,0,0
"11","Bachmann182",1659,774,446,69,47,21471,18277,6103,5980,0.28,0.98,0.58,0.01,0.14,0.27,774,17,32.7,26.5,0.04,0.53,3.74,5.28,0.67,13,0.01,0.02,0.2,0.32,0,0.01,0,0,0
"12","Bachmann190",1058,648,374,70,44,13691,11658,3851,3775,0.28,0.98,0.58,0.03,0.4,0.45,648,17,32.2,26.9,0.05,0.52,3.92,5.54,0.68,12.91,0.02,0.04,0.68,0.58,0,0.01,0,0,0.01
"13","Bachmann199",1484,787,472,66,44,19210,16262,5374,5256,0.28,0.98,0.6,0.02,0.19,0.31,787,17,32.7,27,0.04,0.52,4.02,5.68,0.68,13.22,0.01,0.02,0.27,0.37,0,0.01,0,0,0
"14","Bachmann207",1521,799,452,85,55,19700,16693,5564,5434,0.28,0.98,0.57,0.02,0.22,0.33,799,17,32.9,26,0.04,0.52,4.03,5.69,0.68,13.25,0.02,0.02,0.3,0.39,0,0.01,0,0,0.01
"15","Bachmann215",1668,743,407,76,48,21593,18303,6077,5916,0.28,0.97,0.55,0.02,0.23,0.34,743,17,33.4,26.5,0.03,0.53,3.58,5.06,0.66,12.84,0.01,0.02,0.34,0.41,0,0.01,0,0,0
"16","Bachmann223",1564,820,460,79,51,20230,17235,5732,5568,0.28,0.97,0.56,0.02,0.24,0.35,820,17,32,26.3,0.04,0.52,4.08,5.77,0.68,13.32,0.01,0.02,0.33,0.41,0,0.01,0,0,0
"17","Barbara Bush - Wellesley Commencement",1270,728,412,63,41,16419,14011,4583,4462,0.28,0.97,0.57,0.02,0.23,0.34,728,17,33.9,26.7,0.04,0.52,4.02,5.68,0.68,13.13,0.01,0.02,0.32,0.4,0,0.01,0,0,0
"18","Barbara Jordan - 1976 DNC Address",1985,868,523,78,52,25660,21811,7162,6991,0.28,0.98,0.6,0.02,0.2,0.31,868,17,33.1,25.9,0.03,0.53,3.83,5.42,0.67,13.22,0.01,0.02,0.38,0.44,0,0.01,0,0,0
"19","Barbara Jordan - Statement on Impeachment Articles",1618,898,571,80,52,20930,17979,5918,5798,0.28,0.98,0.64,0.02,0.23,0.34,898,17,33.5,25.7,0.04,0.53,4.39,6.21,0.68,13.65,0.01,0.02,0.36,0.42,0,0.01,0,0,0.01
"20","Barry Goldwater - RNC",3326,1385,891,122,83,43085,36962,12298,12018,0.29,0.98,0.64,0.01,0.21,0.33,1385,17,33.6,26,0.03,0.52,4.72,6.67,0.68,14.39,0.01,0.02,0.41,0.45,0,0,0,0,0
"21","Bauer322",2985,1102,602,101,59,38660,32684,10927,10728,0.28,0.98,0.55,0.01,0.2,0.31,1102,17,31.4,27.6,0.03,0.53,3.96,5.6,0.66,13.62,0.01,0.02,0.41,0.45,0,0,0,0,0
"22","Bauer326",8332,2117,1341,158,93,107949,91679,30402,29739,0.28,0.98,0.63,0.01,0.17,0.29,2117,17,33.7,26.3,0.02,0.53,4.56,6.44,0.66,14.84,0.01,0.01,0.3,0.39,0,0,0,0,0
"23","Bauer331",1694,867,481,82,53,21943,18669,6262,6135,0.29,0.98,0.55,0.02,0.21,0.32,867,17,32.8,27,0.04,0.53,4.14,5.85,0.68,13.43,0.01,0.02,0.42,0.46,0,0.01,0,0,0
"24","Bauer336",977,669,386,60,43,12637,10777,3553,3490,0.28,0.98,0.58,0.03,0.4,0.44,669,17,34.9,26.6,0.05,0.53,4.21,5.95,0.69,13.18,0.02,0.04,0.53,0.51,0,0.01,0,0,0
"25","Bauer344",2020,929,506,86,56,26174,22143,7401,7268,0.28,0.98,0.54,0.01,0.19,0.31,929,17,32.4,26.3,0.04,0.53,4.06,5.74,0.67,13.46,0.01,0.02,0.29,0.38,0,0.01,0,0,0
"26","Bauer349",1306,742,417,65,45,16907,14337,4784,4668,0.28,0.98,0.56,0.02,0.37,0.43,742,17,34.1,26.1,0.04,0.53,4.04,5.71,0.68,13.17,0.01,0.03,0.47,0.49,0,0.01,0,0,0
"27","Biden240",1669,843,488,78,52,21623,18274,6122,5977,0.28,0.98,0.58,0.02,0.19,0.31,843,17,33,26.1,0.04,0.52,4.05,5.73,0.67,13.34,0.01,0.02,0.26,0.36,0,0.01,0,0,0
"28","Biden246",1965,902,533,88,57,25439,21690,7161,6981,0.28,0.97,0.59,0.01,0.19,0.31,902,17,34.1,26.5,0.04,0.53,4,5.66,0.67,13.38,0.01,0.02,0.32,0.4,0,0.01,0,0,0.01
"29","Biden253",1518,756,409,76,49,19645,16695,5569,5413,0.28,0.97,0.54,0.02,0.23,0.34,756,17,32.5,26.5,0.04,0.53,3.81,5.39,0.67,13.03,0.01,0.02,0.39,0.44,0,0.01,0,0,0
"30","Bradley309",5041,1566,891,124,77,65300,55187,18270,17934,0.28,0.98,0.57,0.01,0.21,0.32,1566,17,33.2,26.4,0.02,0.53,4.33,6.13,0.66,14.31,0.01,0.01,0.34,0.41,0,0,0,0,0
"31","Bradley311",4344,1343,765,106,64,56301,47566,16062,15699,0.29,0.98,0.57,0.01,0.21,0.33,1343,17,35.4,25.7,0.02,0.53,4,5.66,0.66,13.91,0.01,0.01,0.39,0.44,0,0,0,0,0
"32","Bradley312",3340,1151,632,108,64,43253,36609,12284,12001,0.28,0.98,0.55,0.01,0.18,0.3,1151,17,33.9,26.8,0.03,0.53,3.91,5.53,0.66,13.65,0.01,0.02,0.33,0.41,0,0,0,0,0
"33","Bradley313",3340,1183,683,99,58,43253,36589,12077,11842,0.28,0.98,0.58,0.01,0.19,0.31,1183,17,32.9,27.5,0.03,0.53,4.02,5.69,0.66,13.75,0.01,0.01,0.32,0.4,0,0,0,0,0
"34","Bradley315",4380,1359,760,117,69,56738,47898,16095,15811,0.28,0.98,0.56,0.01,0.14,0.26,1359,17,32.8,26.9,0.02,0.53,4.03,5.71,0.66,13.94,0.01,0.01,0.3,0.39,0,0,0,0,0
"35","Bradley316",3116,1014,530,95,53,40352,33935,11374,11083,0.28,0.97,0.52,0.01,0.16,0.29,1014,17,32.2,26.6,0.03,0.53,3.57,5.05,0.65,13.26,0.01,0.02,0.32,0.4,0,0,0,0,0
"36","Bradley317",4236,1316,720,117,71,54891,46233,15538,15229,0.28,0.98,0.55,0.01,0.17,0.29,1316,17,33.2,26.5,0.02,0.53,3.97,5.62,0.66,13.86,0.01,0.01,0.33,0.41,0,0,0,0,0
"37","Brownback300",1023,554,303,58,39,13222,11255,3666,3568,0.28,0.97,0.55,0.03,0.32,0.4,554,17,32.4,26.6,0.04,0.52,3.41,4.82,0.67,12.33,0.02,0.03,0.5,0.5,0,0.01,0,0,0
"38","Bush24",2321,967,557,89,58,30039,25572,8560,8339,0.28,0.97,0.58,0.01,0.16,0.28,967,17,34.2,27.3,0.03,0.53,3.95,5.58,0.67,13.44,0.01,0.01,0.21,0.32,0,0.01,0,0,0
"39","Bush28",2644,1154,705,107,67,34244,29158,9657,9452,0.28,0.98,0.61,0.02,0.3,0.38,1154,17,34.2,25.8,0.03,0.53,4.41,6.24,0.68,13.97,0.01,0.02,0.47,0.49,0,0.01,0,0,0
"40","Bush323",2708,1032,593,99,65,35077,29606,10046,9819,0.29,0.98,0.57,0.01,0.14,0.26,1032,17,32.2,26.8,0.03,0.53,3.9,5.51,0.66,13.49,0.01,0.01,0.26,0.36,0,0,0,0,0
"41","Bush33",1947,925,543,83,52,25198,21435,7118,6942,0.28,0.98,0.59,0.02,0.21,0.33,925,17,34.6,26.1,0.04,0.53,4.12,5.83,0.67,13.5,0.01,0.02,0.32,0.4,0,0.01,0,0,0
"42","Bush332",3985,1330,753,115,71,51629,43794,14758,14474,0.29,0.98,0.57,0.01,0.11,0.23,1330,17,32,24.6,0.03,0.53,4.14,5.85,0.66,13.98,0.01,0.01,0.22,0.33,0,0,0,0,0
"43","Bush39",2368,1017,587,91,61,30677,25970,8598,8380,0.28,0.97,0.58,0.01,0.19,0.31,1017,17,34.9,26.8,0.03,0.53,4.11,5.81,0.67,13.61,0.01,0.02,0.25,0.35,0,0.01,0,0,0
"44","Bush44",1992,820,466,78,48,25786,21767,7201,7005,0.28,0.97,0.57,0.01,0.12,0.25,820,17,32.3,25.8,0.03,0.53,3.61,5.11,0.66,12.99,0.01,0.01,0.17,0.29,0,0.01,0,0,0
"45","Bush50",1587,799,438,75,46,20542,17446,5785,5632,0.28,0.97,0.55,0.02,0.33,0.41,799,17,32.2,26.2,0.04,0.53,3.94,5.57,0.67,13.19,0.01,0.02,0.38,0.43,0,0.01,0,0,0
"46","Bush55",1371,754,456,69,43,17752,15080,5015,4890,0.28,0.98,0.6,0.02,0.2,0.31,754,17,32.1,26.1,0.04,0.53,4,5.66,0.68,13.16,0.01,0.02,0.28,0.37,0,0.01,0,0,0
"47","Bush62",3017,1113,635,105,65,39086,33128,11027,10753,0.28,0.98,0.57,0.02,0.34,0.41,1113,17,33.8,26.8,0.03,0.53,3.98,5.63,0.66,13.64,0.01,0.02,0.52,0.51,0,0,0,0,0
"48","Bush70",1468,825,493,88,59,18997,16135,5428,5296,0.29,0.98,0.6,0.03,0.49,0.5,825,17,31.6,25.2,0.04,0.53,4.23,5.99,0.68,13.44,0.02,0.03,0.61,0.55,0,0.01,0,0,0.01
"49","Cain152",852,555,310,61,42,11031,9338,3115,3042,0.28,0.98,0.56,0.03,0.29,0.38,555,17,32.6,25.9,0.05,0.52,3.74,5.28,0.68,12.59,0.02,0.03,0.4,0.45,0,0.01,0,0,0.01
"50","Cain160",999,580,330,62,42,12923,10961,3585,3505,0.28,0.98,0.57,0.02,0.24,0.34,580,17,34.1,26.8,0.04,0.53,3.61,5.1,0.67,12.54,0.02,0.03,0.28,0.38,0,0.01,0,0.01,0.01
"51","Cain168",1389,782,472,73,46,17978,15356,5041,4946,0.28,0.98,0.6,0.03,0.41,0.46,782,17,34.3,26.7,0.04,0.53,4.12,5.83,0.68,13.3,0.01,0.03,0.65,0.57,0,0.01,0,0,0
"52","Cain176",1460,747,422,67,45,18907,16073,5338,5225,0.28,0.98,0.56,0.02,0.22,0.33,747,17,35,25.6,0.04,0.53,3.84,5.43,0.67,13.03,0.01,0.02,0.26,0.36,0,0.01,0,0,0
"53","Cain183",1530,729,422,72,46,19811,16929,5595,5452,0.28,0.97,0.58,0.02,0.17,0.29,729,17,34.2,25.3,0.04,0.53,3.66,5.18,0.67,12.87,0.01,0.02,0.28,0.38,0,0.01,0,0,0
"54","Cain191",979,657,381,61,45,12678,10715,3556,3492,0.28,0.98,0.58,0.03,0.29,0.38,657,17,33,25.1,0.05,0.52,4.13,5.83,0.69,13.1,0.02,0.03,0.29,0.38,0,0.01,0,0,0
"55","Cain200",917,608,369,61,44,11866,10087,3361,3288,0.28,0.98,0.61,0.03,0.27,0.37,608,17,34.7,25.5,0.05,0.52,3.95,5.58,0.68,12.86,0.02,0.03,0.39,0.44,0,0.01,0,0,0.01
"56","Cain208",901,584,340,58,41,11659,9913,3329,3255,0.29,0.98,0.58,0.03,0.34,0.41,584,17,33,25.7,0.05,0.52,3.82,5.41,0.68,12.72,0.02,0.04,0.53,0.51,0,0.01,0,0,0
"57","Cain216",1382,733,421,71,42,17889,15165,5053,4914,0.28,0.97,0.57,0.02,0.16,0.28,733,17,33.6,25.8,0.04,0.53,3.88,5.48,0.67,13.03,0.01,0.02,0.16,0.28,0,0.01,0,0,0.01
"58","Cain224",1647,841,496,72,43,21321,18059,5929,5770,0.28,0.97,0.59,0.01,0.16,0.29,841,17,32.1,26.5,0.04,0.53,4.07,5.76,0.68,13.35,0.01,0.02,0.2,0.31,0,0.01,0,0,0
"59","Carrie Chapman Catt - Suffrage Speech to Congress",1804,952,608,85,57,23358,19997,6728,6571,0.29,0.98,0.64,0.03,0.48,0.49,952,17,32.2,26.9,0.04,0.53,4.4,6.23,0.68,13.73,0.01,0.03,0.73,0.6,0,0.01,0,0,0
"60","Carrie Chapman Catt - The Crisis",5361,1974,1300,157,98,69427,59535,19685,19296,0.28,0.98,0.66,0.01,0.23,0.34,1974,17,32.2,25.6,0.03,0.53,5.3,7.49,0.68,15.16,0.01,0.02,0.49,0.49,0,0,0,0,0
"61","Carson22",735,498,275,56,36,9503,8069,2628,2569,0.28,0.98,0.55,0.04,0.41,0.46,498,17,32.3,26.9,0.05,0.52,3.61,5.11,0.68,12.36,0.02,0.04,0.41,0.46,0,0.01,0,0,0.01
"62","Chafee13",1608,765,439,76,46,20790,17772,5855,5693,0.28,0.97,0.57,0.02,0.33,0.4,765,17,32,26.3,0.04,0.52,3.75,5.31,0.67,13,0.01,0.03,0.52,0.51,0,0.01,0,0,0.01
"63","Christie29",2591,957,541,101,68,33544,28492,9477,9189,0.28,0.97,0.57,0.02,0.29,0.38,957,17,33.2,27,0.03,0.53,3.69,5.23,0.66,13.26,0.01,0.02,0.47,0.48,0,0.01,0,0,0
"64","Christie34",1797,790,463,84,53,23266,19674,6593,6425,0.28,0.97,0.59,0.01,0.15,0.27,790,17,33,24.1,0.03,0.53,3.66,5.18,0.66,12.98,0.01,0.02,0.24,0.34,0,0.01,0,0,0
"65","Christie40",2783,1036,608,101,66,36056,30536,10145,9885,0.28,0.97,0.59,0.01,0.16,0.28,1036,17,32.8,27.7,0.03,0.53,3.86,5.46,0.66,13.47,0.01,0.01,0.21,0.32,0,0.01,0,0,0
"66","Christie45",1848,833,495,75,47,23938,20182,6616,6464,0.28,0.98,0.59,0.01,0.15,0.27,833,17,33,27.3,0.03,0.53,3.81,5.38,0.67,13.15,0.01,0.02,0.24,0.35,0,0.01,0,0,0
"67","Christie56",1486,738,427,68,43,19231,16296,5336,5228,0.28,0.98,0.58,0.02,0.17,0.29,738,17,32,27.2,0.04,0.53,3.76,5.32,0.67,12.96,0.01,0.02,0.2,0.31,0,0.01,0,0,0
"68","Christie63",2967,1067,610,98,64,38448,32497,10870,10607,0.28,0.98,0.57,0.01,0.29,0.38,1067,17,32.3,25.9,0.03,0.53,3.85,5.44,0.66,13.5,0.01,0.02,0.39,0.44,0,0,0,0,0
"69","Christie71",1097,683,386,71,46,14197,12112,4107,4009,0.29,0.98,0.57,0.02,0.3,0.39,683,17,32.8,25.9,0.05,0.53,4.05,5.73,0.68,13.08,0.02,0.02,0.3,0.39,0,0.01,0,0,0.01
"70","Christie87",2492,987,545,92,52,32293,27328,9122,8923,0.28,0.98,0.55,0.01,0.24,0.34,987,17,31.8,25.7,0.03,0.53,3.88,5.49,0.66,13.42,0.01,0.02,0.33,0.41,0,0,0,0,0
"71","Clarence Darrow - Plea for Mercy",2186,876,516,82,53,28267,24050,7802,7617,0.28,0.98,0.59,0.01,0.15,0.27,876,17,33.7,25.9,0.03,0.53,3.68,5.21,0.66,13.13,0.01,0.02,0.27,0.36,0,0.01,0,0,0
"72","Clinton1",6568,1782,1092,130,77,85086,72065,23843,23320,0.28,0.98,0.61,0.01,0.1,0.23,1782,17,34,27.3,0.02,0.53,4.32,6.11,0.66,14.48,0.01,0.01,0.17,0.29,0,0,0,0,0
"73","Clinton10",273,327,204,40,34,3521,2999,982,967,0.28,0.98,0.62,0.1,1.21,0.78,327,17,31.7,26,0.09,0.53,3.9,5.51,0.71,12.19,0.04,0.11,1.42,0.84,0.01,0.03,0,0,0.01
"74","Clinton2",5949,1705,1031,138,84,77091,65054,21538,21032,0.28,0.98,0.6,0.01,0.18,0.3,1705,17,34.3,26.3,0.02,0.53,4.34,6.14,0.66,14.43,0.01,0.01,0.29,0.38,0,0,0,0,0
"75","Clinton230",4296,1323,757,125,76,55662,46968,15661,15276,0.28,0.98,0.57,0.01,0.12,0.25,1323,17,33.1,26.1,0.02,0.53,3.97,5.61,0.66,13.87,0.01,0.01,0.19,0.31,0,0,0,0,0
"76","Clinton232",6405,1706,1021,155,92,83031,69952,23204,22703,0.28,0.98,0.6,0.01,0.1,0.22,1706,17,34.1,25.8,0.02,0.53,4.19,5.92,0.66,14.34,0.01,0.01,0.18,0.3,0,0,0,0,0
"77","Clinton234",4923,1407,808,127,73,63778,53831,17911,17453,0.28,0.97,0.57,0.01,0.16,0.28,1407,17,32.5,25.5,0.02,0.53,3.94,5.57,0.66,13.94,0.01,0.01,0.32,0.4,0,0,0,0,0
"78","Clinton237",4073,1337,767,129,78,52794,44515,14821,14480,0.28,0.98,0.57,0.01,0.33,0.41,1337,17,33.4,26.7,0.03,0.53,4.11,5.82,0.66,13.97,0.01,0.02,0.53,0.51,0,0,0,0,0
"79","Clinton241",2194,999,554,92,56,28437,23917,8046,7880,0.28,0.98,0.55,0.01,0.18,0.3,999,17,32.5,26.7,0.04,0.53,4.19,5.92,0.67,13.64,0.01,0.02,0.26,0.36,0,0,0,0,0.01
"80","Clinton247",2130,1120,698,100,59,27607,23310,7774,7605,0.28,0.98,0.62,0.01,0.17,0.29,1120,17,32.6,26.6,0.04,0.52,4.77,6.74,0.69,14.17,0.01,0.02,0.26,0.36,0,0.01,0,0.01,0.01
"81","Clinton254",3015,1145,628,111,69,39072,32920,10959,10723,0.28,0.98,0.55,0.01,0.25,0.35,1145,17,33.8,27.5,0.03,0.53,4.1,5.79,0.67,13.75,0.01,0.02,0.36,0.43,0,0,0,0,0
"82","Clinton3",5991,1747,1033,153,86,77604,65713,21836,21254,0.28,0.97,0.59,0.01,0.13,0.25,1747,17,34.4,25.7,0.02,0.53,4.43,6.27,0.66,14.51,0.01,0.01,0.24,0.34,0,0,0,0,0
"83","Clinton5",2379,962,549,89,58,30824,26155,8696,8505,0.28,0.98,0.57,0.01,0.17,0.29,962,17,32.8,26.9,0.03,0.53,3.87,5.48,0.66,13.38,0.01,0.01,0.23,0.34,0,0.01,0,0,0
"84","Clinton6",750,637,416,55,40,9710,8235,2751,2693,0.28,0.98,0.65,0.03,0.42,0.46,637,17,32.8,25.8,0.07,0.53,4.57,6.46,0.7,13.44,0.02,0.04,0.64,0.57,0.01,0.01,0,0,0.01
"85","Clinton7",246,336,227,30,25,3173,2688,881,871,0.28,0.99,0.68,0.08,0.83,0.64,336,17,30,25.6,0.11,0.51,4.22,5.96,0.72,12.57,0.03,0.08,0.83,0.64,0.01,0.02,0,0,0.01
"86","Clinton8",3492,1246,707,128,78,45216,38209,12714,12403,0.28,0.98,0.57,0.01,0.2,0.31,1246,17,32.4,26.7,0.03,0.53,4.14,5.86,0.66,13.89,0.01,0.02,0.41,0.45,0,0,0,0,0
"87","Clinton9",1367,726,400,77,47,17706,14960,5022,4874,0.28,0.97,0.55,0.02,0.25,0.35,726,17,33.8,24.3,0.04,0.52,3.86,5.46,0.67,13.01,0.02,0.03,0.43,0.46,0,0.01,0,0,0.01
"88","Cruz15",3811,1311,774,120,72,49350,42110,13958,13601,0.28,0.97,0.59,0.01,0.11,0.23,1311,17,35.9,26.7,0.03,0.53,4.17,5.9,0.66,13.98,0.01,0.01,0.2,0.32,0,0,0,0,0
"89","Cruz18",3285,1277,761,113,73,42560,36372,12147,11863,0.29,0.98,0.6,0.01,0.28,0.37,1277,17,33.8,25.5,0.03,0.53,4.38,6.19,0.67,14.07,0.01,0.02,0.37,0.43,0,0,0,0,0
"90","Cruz21",3874,1317,786,121,72,50199,42904,14301,13928,0.28,0.97,0.6,0.01,0.16,0.29,1317,17,33.1,28.2,0.03,0.53,4.16,5.88,0.66,13.98,0.01,0.01,0.3,0.39,0,0,0,0,0
